Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2023-02-20 06:41:55,19.14.168.54,68.144.93.235,23870,21385,TCP,619,Data,FTP,"Et magnam magnam voluptatibus ullam eum. Deserunt commodi quasi molestias nam illum. Accusantium in nam consectetur dolorum.
Tempora mollitia officiis dolore. Nihil cum harum in porro.",IoC Detected,67.56,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Siya Singhal,Opera/9.85.(Windows NT 6.0; cmn-TW) Presto/2.9.161 Version/11.00,Segment B,"Tiruppur, Bihar",,Log Data,,Server
2020-12-13 02:43:04,168.159.245.149,211.64.146.125,46895,63852,TCP,1224,Data,HTTP,Molestias facilis maiores similique. Itaque dolore nihil voluptates possimus sint error. Doloribus nobis ratione totam.,IoC Detected,91.82,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Urvi Jani,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3684-05-05 05:03:25 Firefox/3.6.10,Segment C,"Guntur, Tamil Nadu",,,Alert Data,Server
2022-08-20 07:46:57,22.96.76.59,43.219.176.9,11468,31398,TCP,632,Data,FTP,Voluptatum doloribus unde nobis ad. Ut optio repellat consequatur soluta sit. Quasi sapiente pariatur perspiciatis perferendis nulla.,,50.13,,Malware,Known Pattern A,Logged,Low,Faiyaz Singh,Mozilla/5.0 (Windows NT 6.1; uk-UA; rv:1.9.0.20) Gecko/8087-10-21 04:44:05 Firefox/4.0,Segment C,"Bhimavaram, Assam",,Log Data,,Firewall
2022-05-23 04:50:39,163.93.76.114,36.148.218.135,30954,3615,UDP,670,Control,HTTP,"Temporibus culpa recusandae. Molestiae numquam culpa quae quae exercitationem.
Voluptatem eius itaque unde aspernatur animi impedit. Odio non quam cum cupiditate voluptatem.",,41.53,,Intrusion,Known Pattern B,Blocked,Low,Piya Gole,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2 rv:3.0; ve-ZA) AppleWebKit/531.23.7 (KHTML, like Gecko) Version/4.1 Safari/531.23.7",Segment A,"Hazaribagh, Uttar Pradesh",,Log Data,,Server
2020-01-12 11:01:33,37.225.176.201,204.179.190.185,59009,28541,ICMP,88,Data,HTTP,Magni facere sequi atque vero iste incidunt. Dicta architecto sequi eum fuga. Iure ipsa dolorum laboriosam voluptas neque optio.,,91.21,,DDoS,Known Pattern B,Blocked,High,Anaya Anand,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/51.0.812.0 Safari/534.2",Segment C,"Vadodara, Himachal Pradesh",,Log Data,,Server
2021-03-24 09:50:44,123.233.44.106,154.223.194.82,38169,9878,TCP,1497,Control,HTTP,Iusto voluptas nesciunt dignissimos incidunt. Enim quasi quidem impedit quos.,,82.8,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Tara Deol,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.34.5 (KHTML, like Gecko) Version/5.0 Safari/531.34.5",Segment C,"Bhatpara, West Bengal",98.113.146.243,,Alert Data,Server
2020-01-12 19:33:29,158.145.58.183,82.213.128.111,35384,2184,ICMP,304,Data,DNS,Consequatur ea sint tempore. Harum ea nemo quod.,,78.85,,Intrusion,Known Pattern A,Ignored,High,Romil Sami,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; zu-ZA) AppleWebKit/534.7.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.7.3",Segment A,"Noida, Mizoram",122.32.192.199,Log Data,,Firewall
2021-10-08 21:42:19,193.109.94.146,189.14.24.22,22371,4914,ICMP,1001,Data,HTTP,"Modi necessitatibus molestiae itaque. Molestias beatae officiis expedita cumque natus. Architecto blanditiis est.
Voluptates repellendus ad delectus possimus occaecati. Quis culpa adipisci.",IoC Detected,50.69,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Zoya Guha,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/6952-11-18 03:21:41 Firefox/3.8,Segment A,"Hospet, Assam",6.126.178.223,,,Firewall
2022-08-17 19:20:40,122.108.169.214,7.195.147.252,10510,4024,UDP,1352,Data,HTTP,"Dignissimos necessitatibus hic. Earum consectetur totam dolore quidem.
Iste laboriosam placeat debitis eaque. Porro impedit rerum nam dolor asperiores autem.",IoC Detected,75.3,,Malware,Known Pattern A,Logged,High,Farhan Bail,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/20.0.803.0 Mobile/91J888 Safari/533.1",Segment B,"Madanapalle, Odisha",,,Alert Data,Server
2022-08-17 02:04:53,64.58.36.254,179.161.134.184,57482,1091,UDP,548,Data,FTP,Libero veritatis suscipit eius iste debitis ullam. Porro cupiditate accusantium deserunt sed eos. Quas quidem voluptates iure cumque voluptas officia.,,33.08,,DDoS,Known Pattern B,Blocked,Low,Lavanya Sachdeva,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; et-EE) AppleWebKit/532.16.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.16.5",Segment C,"Kalyan-Dombivli, Gujarat",30.88.14.231,,Alert Data,Server
2020-03-10 04:31:21,61.217.244.146,167.60.226.61,7703,19110,UDP,1114,Data,DNS,"Repellat eos odit voluptate laudantium non. Qui nam nam.
Temporibus consequatur quibusdam molestias.",,7.27,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Baiju Bandi,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; eu-FR) AppleWebKit/532.17.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.17.5",Segment B,"Visakhapatnam, Maharashtra",21.71.155.63,,Alert Data,Server
2022-11-20 17:53:28,21.23.245.141,135.172.206.155,33992,31136,TCP,149,Data,DNS,Tenetur animi et blanditiis quos atque. Ratione neque nesciunt aut doloremque possimus deserunt. Eum amet aspernatur deleniti.,IoC Detected,76.68,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Kanav Datta,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.40.6 (KHTML, like Gecko) Version/4.0.2 Safari/533.40.6",Segment A,"Singrauli, Telangana",,,Alert Data,Server
2022-11-17 22:12:24,183.2.17.209,205.172.143.0,55666,4791,TCP,548,Data,FTP,Quibusdam unde nisi pariatur eos aliquid tempora eligendi. Veritatis veniam perspiciatis corporis.,IoC Detected,36.22,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Stuvan Sinha,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/30.0.872.0 Mobile/84N386 Safari/535.1",Segment C,"Begusarai, Uttarakhand",,,Alert Data,Firewall
2022-01-08 09:48:37,89.234.123.19,180.17.247.177,20947,24568,UDP,1106,Control,HTTP,"Eum rem qui voluptas cupiditate. Incidunt repudiandae asperiores labore provident eius. Maxime quisquam a atque.
Reiciendis placeat hic culpa nihil. Qui beatae molestias velit blanditiis eos ea iure.",IoC Detected,13.36,Alert Triggered,Malware,Known Pattern A,Logged,High,Mamooty Bhandari,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6118-09-02 08:00:39 Firefox/3.6.3,Segment C,"Pallavaram, Haryana",38.219.87.215,,Alert Data,Firewall
2020-03-03 01:54:03,157.164.90.122,7.220.81.96,38322,33655,UDP,1290,Control,FTP,Delectus aliquid doloremque reprehenderit hic corrupti ullam. Explicabo adipisci explicabo deserunt eaque asperiores illum. Dignissimos qui odit quas debitis officia ipsum.,IoC Detected,69.01,,Intrusion,Known Pattern B,Ignored,Low,Keya Basak,Mozilla/5.0 (Android 6.0; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,Segment B,"Alwar, Gujarat",,,Alert Data,Server
2021-02-15 05:17:05,123.185.30.222,22.188.5.93,15973,29809,UDP,190,Data,DNS,Vitae deleniti non ut. Rem non nostrum ducimus quasi voluptatem ratione.,IoC Detected,4.74,Alert Triggered,DDoS,Known Pattern B,Logged,High,Divit Sharaf,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/58.0.863.0 Mobile/85V830 Safari/531.1",Segment A,"Thane, Arunachal Pradesh",54.169.213.25,,Alert Data,Firewall
2020-09-13 01:49:45,185.157.240.136,107.0.155.243,5107,60905,ICMP,995,Control,DNS,"Nobis illo incidunt atque amet ex recusandae. Commodi eveniet ut aliquam. Autem tempore placeat consectetur numquam.
Nam corporis quo. Vel illum earum aliquid. Iste sit consequatur hic totam minima.",,51.66,Alert Triggered,Malware,Known Pattern A,Logged,High,Shray Agrawal,Opera/9.38.(Windows 95; tn-ZA) Presto/2.9.189 Version/11.00,Segment C,"Bangalore, Uttar Pradesh",98.8.33.127,Log Data,,Firewall
2022-12-25 07:20:06,195.177.54.54,50.191.236.203,15067,58291,TCP,1342,Control,HTTP,Quia voluptatibus cupiditate alias sint dolor asperiores ut. Nihil eos accusantium. Quidem nesciunt quaerat tempora architecto possimus deserunt.,IoC Detected,83.86,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Saksham Bansal,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9 rv:4.0; nb-NO) AppleWebKit/533.40.5 (KHTML, like Gecko) Version/5.1 Safari/533.40.5",Segment B,"Tinsukia, Meghalaya",218.15.7.144,Log Data,,Firewall
2021-01-27 22:49:34,221.219.44.103,36.211.253.244,18782,24516,ICMP,722,Data,HTTP,Doloremque ipsam sunt voluptatem. Non vitae odit. Odio necessitatibus culpa tempora. Tempora accusantium dolor delectus ipsam molestias eveniet.,,79.61,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Emir Krishnan,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0; rv:1.9.4.20) Gecko/7376-12-15 19:07:42 Firefox/3.8,Segment C,"Coimbatore, Tamil Nadu",135.149.249.27,Log Data,Alert Data,Firewall
2023-05-30 17:14:15,86.165.141.178,19.155.138.245,44364,53766,ICMP,1181,Control,DNS,"Velit fugit recusandae ipsam repellat. Assumenda ratione tempore eaque labore in cupiditate.
Nihil necessitatibus perspiciatis libero recusandae architecto.",,14.95,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Vritika Shukla,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_2 rv:4.0; ti-ET) AppleWebKit/533.22.7 (KHTML, like Gecko) Version/5.0.4 Safari/533.22.7",Segment A,"Howrah, Sikkim",,,Alert Data,Server
2020-06-30 01:24:54,70.228.121.60,204.219.67.217,11307,36569,TCP,907,Control,DNS,In consequatur vel. Beatae sapiente vero ipsum unde consequuntur nostrum dignissimos. Autem iure tempore maxime architecto placeat voluptate.,,12.1,,Malware,Known Pattern B,Logged,Medium,Zaina Ganguly,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),Segment B,"Varanasi, Telangana",107.248.33.137,Log Data,,Firewall
2020-07-07 03:50:24,201.86.3.78,13.200.168.199,62568,27834,ICMP,1427,Data,HTTP,Harum repellat eum asperiores voluptatum ad sapiente. Veniam saepe fuga ab aperiam.,IoC Detected,3.33,,Intrusion,Known Pattern A,Ignored,High,Mamooty Upadhyay,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),Segment B,"Indore, Rajasthan",,,,Server
2020-03-18 07:33:47,61.152.211.241,155.90.185.195,16019,14834,UDP,793,Control,HTTP,"At delectus commodi cum. Autem eligendi facilis eaque harum magnam officiis.
Voluptatibus asperiores autem fugiat repellendus quis.",IoC Detected,18.93,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Kavya Shroff,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/28.0.898.0 Mobile/27T928 Safari/536.1",Segment B,"Ballia, Jharkhand",,,,Server
2020-03-09 20:24:39,46.229.143.176,218.214.206.217,54052,10368,ICMP,686,Control,DNS,Voluptatibus nemo doloribus sint. Laudantium molestias dolor. Aut suscipit vero iste.,,96.83,,DDoS,Known Pattern A,Ignored,Low,Ishaan Kumer,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.0),Segment B,"Gopalpur, Andhra Pradesh",,,,Server
2023-07-07 19:15:20,38.130.51.208,190.9.156.57,40014,9720,UDP,1092,Data,DNS,In laborum dolores inventore nesciunt itaque atque officiis. Expedita nobis adipisci adipisci delectus. Nisi distinctio dolores ad.,,82.75,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Lavanya Sule,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.1.7 (KHTML, like Gecko) Version/5.1 Safari/531.1.7",Segment C,"Rewa, Uttarakhand",138.40.118.172,Log Data,,Firewall
2022-12-25 22:00:40,27.57.214.142,46.220.52.17,55034,52843,UDP,492,Data,HTTP,Cupiditate occaecati blanditiis animi molestiae ea. Sapiente neque repellat iusto at. Vitae omnis eos aperiam quod similique eum ea.,,88.16,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Kabir Tak,Opera/8.73.(Windows CE; as-IN) Presto/2.9.164 Version/12.00,Segment A,"Surendranagar Dudhrej, Sikkim",,,Alert Data,Server
2021-04-12 15:06:50,86.45.110.141,92.133.40.138,31548,18263,UDP,811,Data,FTP,Deleniti excepturi quisquam eveniet optio. Mollitia voluptate dolore neque quas maiores aliquam.,IoC Detected,45.33,,Malware,Known Pattern B,Blocked,Medium,Urvi Warrior,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0),Segment C,"Begusarai, Andhra Pradesh",,,,Server
2021-04-20 21:58:18,29.187.204.185,178.79.44.158,14156,14806,ICMP,1444,Control,HTTP,"Rem quae assumenda. Inventore aperiam illum ipsa.
Numquam quidem illo voluptatibus. Modi facilis commodi voluptate ad impedit repudiandae. Perferendis corrupti quisquam eius deserunt illo.",IoC Detected,91.08,,Intrusion,Known Pattern A,Logged,Low,Riya Aggarwal,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.25.5 (KHTML, like Gecko) Version/5.0.3 Safari/534.25.5",Segment A,"Latur, Himachal Pradesh",,,Alert Data,Firewall
2023-06-06 06:31:08,168.230.63.34,170.34.138.235,7828,38216,UDP,423,Control,DNS,Soluta pariatur iste ipsa explicabo illum optio. Distinctio magni consequuntur corporis optio accusamus distinctio temporibus.,,45.27,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Dharmajan Balakrishnan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; brx-IN) AppleWebKit/532.30.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.30.6",Segment B,"Proddatur, Jharkhand",65.202.47.241,Log Data,,Firewall
2021-07-11 05:34:04,221.187.162.221,174.67.68.203,53318,29162,TCP,744,Data,HTTP,"Modi itaque ipsam rem explicabo. Rem iste quas enim minus voluptates ducimus.
Veritatis nobis maiores eaque fuga non. Explicabo sunt consectetur occaecati a consectetur.",IoC Detected,51.59,,Malware,Known Pattern B,Ignored,Low,Shalv Bajaj,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/54.0.856.0 Safari/535.1",Segment A,"Bhatpara, Tamil Nadu",,Log Data,Alert Data,Firewall
2020-12-24 16:18:22,199.219.72.118,159.213.20.78,15743,33364,TCP,173,Control,HTTP,Corrupti vitae ipsa quaerat. Nostrum vel et nam. Necessitatibus pariatur reiciendis dolorem repellat odio laboriosam.,IoC Detected,73.69,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Vihaan Bava,Opera/8.12.(X11; Linux x86_64; am-ET) Presto/2.9.176 Version/11.00,Segment C,"Raipur, Odisha",,Log Data,Alert Data,Server
2023-09-13 02:42:05,44.24.112.64,71.28.47.114,27274,28937,ICMP,340,Data,HTTP,Unde dolore vero doloribus quibusdam explicabo. Voluptate totam impedit libero nostrum nihil ex harum. Inventore id eius amet accusamus dolore occaecati.,,27.25,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Indrajit Chahal,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/62.0.877.0 Safari/532.1",Segment B,"Giridih, Himachal Pradesh",,,,Server
2023-01-23 09:24:38,107.70.70.221,38.176.49.37,13393,3334,ICMP,1082,Control,FTP,Commodi eius velit suscipit architecto totam mollitia.,,81.43,Alert Triggered,Malware,Known Pattern A,Logged,Low,Faiyaz Madan,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/39.0.895.0 Safari/533.0",Segment A,"Thanjavur, Uttarakhand",33.159.69.159,Log Data,,Server
2022-04-05 01:54:33,118.36.129.69,31.41.38.21,35332,61817,ICMP,876,Control,DNS,Consectetur perspiciatis quod in. Sit vel nesciunt cupiditate ab nemo laudantium. Labore amet expedita modi temporibus.,,89.28,,Intrusion,Known Pattern A,Blocked,Low,Vanya Barman,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/36.0.860.0 Safari/536.2",Segment A,"Warangal, Meghalaya",189.22.11.33,,,Firewall
2020-09-30 07:06:33,76.111.202.72,42.40.168.103,47821,52974,UDP,1319,Data,DNS,Ullam architecto recusandae magni suscipit facilis. Tempore iure nulla aspernatur. Error itaque praesentium libero unde quia.,IoC Detected,43.95,,Intrusion,Known Pattern A,Ignored,Medium,Raunak Varghese,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/30.0.805.0 Mobile/05B962 Safari/535.1",Segment B,"Darbhanga, Haryana",,Log Data,,Firewall
2023-08-06 09:00:12,148.126.105.201,125.5.69.191,4384,31482,TCP,976,Data,DNS,Sed deserunt eos asperiores. Provident aperiam corporis unde totam fugiat. Magnam facilis impedit molestias voluptatum vero laborum nisi.,IoC Detected,1.31,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Jiya Keer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mn-MN) AppleWebKit/535.29.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.29.7",Segment A,"Gwalior, Nagaland",,,Alert Data,Firewall
2022-11-20 04:12:04,130.204.139.35,165.165.89.101,27807,53451,UDP,985,Control,HTTP,"Cupiditate labore provident labore soluta modi. Nihil aperiam temporibus iste.
Expedita error ratione aliquid. Consequatur fugit excepturi vitae eligendi velit.",,98.14,Alert Triggered,Malware,Known Pattern B,Logged,High,Prisha Loyal,Opera/9.66.(X11; Linux i686; wo-SN) Presto/2.9.180 Version/10.00,Segment A,"South Dumdum, Uttar Pradesh",,,,Server
2020-03-17 07:02:13,100.247.164.6,154.189.148.49,39737,17067,ICMP,902,Data,FTP,Mollitia veritatis illum laudantium sed. Perspiciatis dolor pariatur voluptatibus odit et quam vero.,IoC Detected,84.95,,Malware,Known Pattern A,Logged,Medium,Himmat Warrior,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/30.0.842.0 Safari/534.1",Segment B,"Kurnool, Karnataka",,,Alert Data,Firewall
2020-08-08 23:19:34,88.204.79.6,64.153.177.110,16224,48472,UDP,889,Control,HTTP,"Provident omnis aut autem impedit architecto. Enim mollitia aliquid fugiat tempora.
Maiores a perferendis totam natus. Iusto rerum saepe natus sint eaque temporibus.",IoC Detected,14.56,,Malware,Known Pattern B,Blocked,Medium,Armaan Thaker,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; bg-BG) AppleWebKit/531.43.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.43.2",Segment C,"Vijayanagaram, Sikkim",94.34.21.82,Log Data,,Firewall
2022-03-21 14:41:34,149.253.227.55,77.40.158.129,31907,51180,TCP,1492,Data,HTTP,"In vitae quaerat aliquid eum fuga. Velit quia amet aspernatur nam.
Iusto numquam ducimus consequatur dolorem. Voluptates nihil consequuntur quisquam nemo vero iusto quis.",,31.8,,Malware,Known Pattern B,Logged,Medium,Yashvi Sundaram,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.28.7 (KHTML, like Gecko) Version/5.0 Safari/534.28.7",Segment B,"Chandigarh, Manipur",,Log Data,,Firewall
2023-02-13 19:15:26,160.148.168.183,214.36.26.162,26586,17971,UDP,787,Control,DNS,"Ut impedit ut. Corporis occaecati ullam consequatur a.
Aperiam et voluptates quaerat debitis ipsam. Dicta praesentium consequuntur sed. Totam similique unde tenetur.",IoC Detected,3.7,Alert Triggered,Malware,Known Pattern B,Logged,Low,Reyansh Singhal,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0),Segment A,"Pune, Himachal Pradesh",108.175.178.25,,,Server
2022-10-13 04:35:33,75.160.180.145,149.125.243.212,25179,13739,ICMP,1070,Control,HTTP,Assumenda quaerat minus nemo nesciunt. Dicta optio occaecati molestias possimus debitis numquam. Sapiente consequuntur ab tenetur illo.,,97.64,,Intrusion,Known Pattern B,Logged,Medium,Jayesh Jani,Opera/8.41.(X11; Linux i686; li-NL) Presto/2.9.183 Version/12.00,Segment C,"Rajkot, Tamil Nadu",31.73.203.250,,,Server
2021-11-24 20:11:15,169.21.155.127,171.38.239.42,47513,9156,UDP,1455,Control,FTP,Rerum maiores sed. Saepe repudiandae dolore sapiente quam. Deleniti necessitatibus consectetur soluta temporibus sit non.,IoC Detected,58.19,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Jivika Lad,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3588-09-29 00:44:47 Firefox/6.0,Segment C,"Gudivada, Punjab",4.152.115.150,,,Firewall
2021-12-31 11:46:47,92.192.73.229,72.77.74.9,12215,50585,TCP,640,Control,HTTP,Facere dicta magni corrupti magnam. Aliquam est ex maiores temporibus dolore esse. Expedita consectetur cum. Nisi nobis consequatur nulla voluptatibus quam esse.,,10.44,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Vedika Bawa,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1 rv:5.0; ne-NP) AppleWebKit/532.19.1 (KHTML, like Gecko) Version/5.0.5 Safari/532.19.1",Segment C,"Maheshtala, Chhattisgarh",,Log Data,Alert Data,Server
2021-10-25 04:23:15,129.189.216.143,197.202.27.160,19199,27928,ICMP,1178,Data,HTTP,Eaque deserunt nemo ad voluptate. Aliquid rem sit deleniti. Accusamus minus unde inventore necessitatibus corporis vitae.,IoC Detected,5.39,Alert Triggered,Malware,Known Pattern B,Ignored,High,Ira Kapadia,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.0),Segment C,"Tirunelveli, Gujarat",57.192.174.154,Log Data,Alert Data,Server
2022-04-25 20:26:30,60.223.224.39,218.187.232.192,26123,7023,ICMP,158,Data,HTTP,In repellendus modi ab. Dolore ex sequi perferendis. Modi vitae eius debitis unde aliquam eius.,IoC Detected,91.79,,Intrusion,Known Pattern A,Ignored,Medium,Ivan Balan,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.3m4752.0 Mobile/37X129 Safari/534.2",Segment B,"Raipur, Himachal Pradesh",45.57.200.181,,,Server
2022-03-17 23:44:57,172.26.245.135,21.131.246.181,22345,60531,ICMP,1409,Data,FTP,"Blanditiis nulla cupiditate a temporibus at. Vero animi voluptatum iusto dolorem dolorum sit. Quaerat non ipsam dignissimos temporibus eaque molestias.
Pariatur neque dolorem. Tempore dolorum alias.",IoC Detected,70.26,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Anay Wagle,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.1),Segment C,"Ichalkaranji, Himachal Pradesh",169.0.178.199,,Alert Data,Server
2022-11-03 14:58:44,57.64.88.197,117.180.242.111,55305,60529,UDP,866,Control,DNS,"Reiciendis suscipit necessitatibus ducimus harum molestiae. Expedita ea voluptates at tempora repudiandae.
Autem amet laborum tempora dolore. Pariatur illum aliquam.",,86.55,,Malware,Known Pattern A,Ignored,Medium,Miraan Rastogi,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5356-06-27 08:49:17 Firefox/3.6.8,Segment B,"Bihar Sharif, Manipur",120.90.41.194,Log Data,,Firewall
2023-03-31 19:19:56,144.98.223.88,121.165.184.11,48262,22039,TCP,343,Data,HTTP,Accusantium saepe repellendus exercitationem nulla. Pariatur temporibus alias quas. Quia ex id nulla vitae.,IoC Detected,11.11,,Malware,Known Pattern B,Blocked,Medium,Zeeshan Kota,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6 rv:3.0; is-IS) AppleWebKit/531.27.6 (KHTML, like Gecko) Version/4.0.5 Safari/531.27.6",Segment C,"Chennai, Chhattisgarh",,,,Firewall
2020-11-22 13:01:36,217.68.188.168,197.49.231.196,22623,16469,ICMP,531,Data,FTP,"In veritatis aliquam quae unde. Nihil suscipit quae.
Qui quibusdam ab architecto ad ab quo. Eos nihil doloremque. Eligendi suscipit autem enim.",,71.02,,DDoS,Known Pattern B,Ignored,Low,Biju Varkey,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.1),Segment C,"Rajahmundry, Telangana",154.194.95.26,Log Data,,Server
2020-04-05 09:55:48,205.63.22.106,64.111.164.43,28872,35773,ICMP,1387,Control,DNS,Quae incidunt quod quisquam consequuntur sint. Quod architecto mollitia repellat laudantium corporis.,,51.68,,Malware,Known Pattern B,Ignored,Medium,Nayantara Tak,Opera/8.19.(Windows NT 5.01; fa-IR) Presto/2.9.186 Version/12.00,Segment C,"Pallavaram, West Bengal",,Log Data,Alert Data,Firewall
2020-12-09 14:27:45,216.215.211.18,183.6.121.71,33910,47951,TCP,715,Control,HTTP,"Laborum vel tempore assumenda quibusdam consectetur. Sunt quisquam architecto possimus officiis eveniet.
Alias ullam libero. Placeat placeat illum perspiciatis. Architecto dolorem voluptate.",,43.23,,DDoS,Known Pattern A,Ignored,High,Ryan Kulkarni,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.37.2 (KHTML, like Gecko) Version/5.1 Safari/535.37.2",Segment C,"Patiala, Himachal Pradesh",,Log Data,,Firewall
2022-10-30 05:51:47,62.75.113.77,216.196.28.158,42864,48696,ICMP,765,Control,DNS,"Dolores vitae neque velit maiores.
Reprehenderit architecto distinctio tempora quo. Dignissimos itaque tenetur ad rerum. Recusandae officia commodi dolorum veritatis voluptatem.",IoC Detected,47.31,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Arnav Krish,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; wal-ET) AppleWebKit/535.33.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.33.7",Segment C,"Ranchi, Sikkim",199.194.2.180,Log Data,Alert Data,Server
